tags,name,patrons,month_amount,total_amount
"SPORT,BLOG,SPOŁECZNE",Piłkarski Kołczu,0,0 zł,3735 zł
"SPORT,BLOG,ZDROWIE",Daniel Jakimiuk - triathlon,0,0 zł,2985 zł
"EDUKACJA,BLOG,SPOŁECZNE",Pani Fortuna,0,0 zł,84 zł
BLOG,nazwaużytkownika,0,0 zł,108 zł
"EDUKACJA,BLOG,NAUKA",webkod.pl,0,0 zł,FALSE
"EDUKACJA,BLOG,NAUKA",Eye Of The Engineer,0,0 zł,0 zł
"WYPRAWY,BLOG,SPOŁECZNE",Joanna Horanin,0,0 zł,0 zł
"LITERATURA,BLOG,YOUTUBE",DamJar.pl Czołgi Świata,0,0 zł,0 zł
"EDUKACJA,BLOG,NAUKA",Ogarniam Fizykę,2,30 zł,1650 zł
"BLOG,YOUTUBE",Wdzięczne Serce,11,350 zł,4650 zł
"BLOG,YOUTUBE,PODCAST",Poznaj Siebie,18,370 zł,10 tys. zł
"EDUKACJA,BLOG,NAUKA",Geografia24.pl,0,0 zł,145 zł
"BLOG,KULINARNI",Kęsy Codzienności - Anna Wojtyna,0,0 zł,0 zł
"SPORT,BLOG,ZDROWIE",Karolina Pabin,0,0 zł,210 zł
"EDUKACJA,BLOG,YOUTUBE",Jak zostać programistą .NET,1,0 zł,712 zł
"BLOG,YOUTUBE,PODCAST",Historie Kryminalne,0,0 zł,48 zł
"BLOG,YOUTUBE,SPOŁECZNE",Wolsztyn112,0,0 zł,50 zł
"FILM,SZTUKA,BLOG",Wpadki filmowe,0,0 zł,0 zł
"BLOG,YOUTUBE,MOTORYZACJA",Nring.pl | Łukasz Formella,7,290 zł,7580 zł
"SPORT,BLOG,YOUTUBE",jadenarowerze.pl,0,0 zł,0 zł
"EDUKACJA,BLOG,NAUKA",Oskar Rożewicz,0,0 zł,41 zł
"WYPRAWY,SPORT,BLOG",Górskie Wyrypy,16,385 zł,4050 zł
"EDUKACJA,BLOG,SPOŁECZNE",Mama za kółkiem autobusu,0,0 zł,311 zł
"WYPRAWY,BLOG,YOUTUBE",Gdzie Los Poniesie,2,25 zł,2185 zł
"BLOG,YOUTUBE,NAUKA",Projekt Marketing,0,0 zł,0 zł
"DESIGN,BLOG,YOUTUBE",Grzegorz Hejdom.pl,13,260 zł,FALSE
"EDUKACJA,BLOG,SPOŁECZNE",Kaya Szulczewska,FALSE,FALSE,FALSE
"SZTUKA,PUBLICYSTYKA,BLOG",Człowiek Artysta,0,0 zł,110 zł
"EDUKACJA,BLOG,PODCAST",dwanaście pytań,0,0 zł,495 zł
"KOMIKS,GRAFIKA,BLOG",Ptaszek Staszek,FALSE,FALSE,FALSE
"FILM,WYPRAWY,BLOG",YOUNG WILD AND FREE TRAVEL,0,0 zł,0 zł
"FILM,BLOG",Z filmami na co dzień,0,0 zł,969 zł
"EDUKACJA,BLOG,YOUTUBE",Angielski z Gienią,0,0 zł,0 zł
"INNE,BLOG,ZDROWIE",Iga_JustBreathe,FALSE,FALSE,FALSE
"GRY,PUBLICYSTYKA,BLOG",GamingSociety.pl,0,0 zł,0 zł
"EDUKACJA,BLOG,NAUKA",W Kraju Chryzantemy - Historia Japonii,1,10 zł,3430 zł
"WYPRAWY,BLOG,PODCAST",Historians Journeys - blog podróżniczy,1,30 zł,266 zł
"INNE,BLOG,YOUTUBE",Eskapada w Nieznane,0,0 zł,0 zł
"BLOG,MOTORYZACJA",Tomasz Łysakowski | Jelcz 7690,0,0 zł,0 zł
"SPORT,BLOG,YOUTUBE",powrotroberta.pl,57,974 zł,FALSE
"EDUKACJA,BLOG,SPOŁECZNE",WystarczajacoDobre.pl,0,0 zł,57 zł
"EDUKACJA,BLOG,NAUKA",Świat Wody,11,166 zł,3754 zł
"RĘKODZIEŁO,BLOG,NAUKA",Kamil Graczek,0,0 zł,0 zł
"PUBLICYSTYKA,BLOG,SPOŁECZNE",YAFUD.pl,0,0 zł,276 zł
"LITERATURA,BLOG",Inaczej Pisane,0,0 zł,0 zł
"WYPRAWY,BLOG,ZDROWIE",Namaste Medicine,0,0 zł,15 zł
"PUBLICYSTYKA,BLOG,POLITYKA",Szychta w danych,0,0 zł,280 zł
"GRY,BLOG,STREAMERZY",Guildmage,0,0 zł,96 zł
"EDUKACJA,BLOG,YOUTUBE",Wojciech Ciemski | SecurityBezTabu.pl,3,60 zł,95 zł
"EDUKACJA,BLOG,NAUKA",Arek Płachta,0,0 zł,110 zł
"INNE,BLOG,YOUTUBE",ZGrażynkąPrzezŻycie,0,0 zł,0 zł
"PUBLICYSTYKA,BLOG,NAUKA",Arktyczny Lód blog,5,70 zł,2770 zł
"EDUKACJA,BLOG,NAUKA",KopalniaWiedzy.pl,38,696 zł,34 tys. zł
"BLOG,NAUKA,SPOŁECZNE",Myszkowscy Łowcy Burz,0,0 zł,255 zł
"EDUKACJA,BLOG,SPOŁECZNE",Kamila Surma,0,0 zł,105 zł
"BLOG,YOUTUBE,SPOŁECZNE",Powiem Wam Tak,0,0 zł,0 zł
"BLOG,YOUTUBE,MOTORYZACJA",Kacper Wójcik,0,0 zł,445 zł
"MODA,BLOG,YOUTUBE",Kasia D,7,245 zł,8500 zł
"EDUKACJA,BLOG,ZDROWIE",Ofkorsak.pl,0,0 zł,2046 zł
"BLOG,YOUTUBE,SPOŁECZNE",Jakub Szadowiak,0,0 zł,90 zł
"EDUKACJA,BLOG,NAUKA",Pracownia Adrianna,0,0 zł,20 zł
"BLOG,YOUTUBE,PODCAST",Piotr Maciejewski,0,0 zł,0 zł
"EDUKACJA,BLOG,SPOŁECZNE",Spedytor.org,0,0 zł,105 zł
"GRY,BLOG,YOUTUBE",RPGowa Alchemia,19,540 zł,6080 zł
"INNE,BLOG,NAUKA",Miejska Pustelniczka,0,0 zł,75 zł
"BLOG,KULINARNI,ZDROWIE",Narwana Zielenina,0,0 zł,0 zł
"SPORT,EDUKACJA,BLOG",Piłka Nożna Dla Dzieci,0,0 zł,0 zł
"BLOG,YOUTUBE,PODCAST",Aga Rojek,66,1387 zł,28 tys. zł
"GRY,GRAFIKA,BLOG",Skala Wyzwania,5,50 zł,8439 zł
"BLOG,YOUTUBE,SPOŁECZNE",Projekt Niezatapialni,0,0 zł,0 zł
"SPORT,BLOG,YOUTUBE",Andrzej Pastuszek,0,0 zł,2260 zł
"EDUKACJA,BLOG,PODCAST",Damian Filipek,0,0 zł,0 zł
"EDUKACJA,BLOG,ZWIERZĘTA",Rita & Hugo czyli RH+,0,0 zł,0 zł
"EDUKACJA,BLOG,NAUKA",JTElektronika,0,0 zł,3908 zł
"EDUKACJA,BLOG,SPOŁECZNE",wyjdźprzedszereg,0,0 zł,820 zł
"KOMIKS,SZTUKA,BLOG",Maciej Kaźmierczak,1,10 zł,1590 zł
"BLOG,YOUTUBE,NAUKA",Mechatronika dla Wszystkich,0,0 zł,205 zł
"EDUKACJA,BLOG,NAUKA",Imago Mortis,3,70 zł,1440 zł
"EDUKACJA,BLOG,NAUKA",II wojna światowa w obiektywie,0,0 zł,180 zł
"EDUKACJA,BLOG,YOUTUBE",Damian Lewczuk,0,0 zł,219 zł
"INNE,BLOG",Piwny Pamietnik,0,0 zł,60 zł
"EDUKACJA,BLOG",Samouczek Programisty,0,0 zł,664 zł
"BLOG,ZWIERZĘTA",Dom tymczasowy u Macieja,5,115 zł,1580 zł
"LITERATURA,BLOG,PODCAST",Bajkowy Tata,0,0 zł,0 zł
"SPORT,PUBLICYSTYKA,BLOG",Szymon Kornacki - Liczy się piłka,0,0 zł,30 zł
"WYPRAWY,PUBLICYSTYKA,BLOG",Otwarty Przewodnik Krajoznawczy,1,33 zł,258 zł
"PUBLICYSTYKA,BLOG,POLITYKA",Korwin-Mikke.pl - Blog Janusza Korwin-Mikkego,0,0 zł,1420 zł
"BLOG,YOUTUBE,SPOŁECZNE",66 stopni,0,0 zł,0 zł
"EDUKACJA,BLOG,ZDROWIE",Kociołek Wiedźmy - Agnieszka Waszak,5,60 zł,3951 zł
"BLOG,YOUTUBE,PODCAST",Klientomania,0,0 zł,880 zł
"EDUKACJA,BLOG,SPOŁECZNE",Twoje Moje Leszno,0,0 zł,60 zł
"INNE,BLOG,SPOŁECZNE",Umiłowani,0,0 zł,0 zł
"LITERATURA,BLOG,SPOŁECZNE",Przytulne Nieulotne,0,0 zł,126 zł
"WYPRAWY,BLOG,YOUTUBE",Pantinka,2,50 zł,17 tys. zł
"PUBLICYSTYKA,BLOG",exignorant,FALSE,FALSE,FALSE
"PUBLICYSTYKA,BLOG,SPOŁECZNE",LisiePismo,0,0 zł,0 zł
"EDUKACJA,BLOG,YOUTUBE",Szymon Owedyk,0,0 zł,0 zł
"BLOG,YOUTUBE",Greenelka by Agnieszka Moitrot,1,100 zł,6985 zł
"EDUKACJA,BLOG,PODCAST",Ka – Transpłciowa Dziewczyna,3,30 zł,1250 zł
"WYPRAWY,SPORT,BLOG",Mariusz Uzdowski,0,0 zł,0 zł
"LITERATURA,EDUKACJA,BLOG",Czas na głębokości,0,0 zł,0 zł
"LITERATURA,EDUKACJA,BLOG",Marta Walicka,0,0 zł,0 zł
"PUBLICYSTYKA,BLOG,YOUTUBE",CHINY to LUBIĘ,0,0 zł,160 zł
"BLOG,NAUKA",Drawski Blog Historyczny,1,5 zł,675 zł
"LITERATURA,BLOG,PODCAST",tak to widzę,0,0 zł,0 zł
"FILM,BLOG,YOUTUBE",Pr. Syberyjski,0,0 zł,2934 zł
"INNE,BLOG,ZWIERZĘTA",Rodzina 2+kot,0,0 zł,0 zł
"PUBLICYSTYKA,BLOG,PODCAST",Globalna Gra,34,FALSE,FALSE
"WYPRAWY,BLOG,KULINARNI",Nowości Pyszności,0,0 zł,180 zł
"BLOG,YOUTUBE,ZWIERZĘTA",Michał Olesiński,0,0 zł,4270 zł
"INNE,BLOG,SPOŁECZNE",Miniaturowa,1,10 zł,490 zł
"BLOG,KULINARNI,ZDROWIE",Weganizujemy,0,0 zł,770 zł
"EDUKACJA,BLOG,YOUTUBE",Marcin - Robię To Sam,0,0 zł,0 zł
"WYPRAWY,BLOG,YOUTUBE",Robinsonada Rowerowa,0,0 zł,980 zł
"EDUKACJA,BLOG,NAUKA",Mądry Bobas,0,0 zł,0 zł
"BLOG,POLITYKA,SPOŁECZNE",Antyfeministyczna,0,0 zł,3606 zł
"FILM,BLOG,YOUTUBE",Kino Sztuk Walki,0,0 zł,140 zł
"RĘKODZIEŁO,BLOG,PODCAST",Kamila OtuLove,0,0 zł,5890 zł
"BLOG,ZDROWIE,SPOŁECZNE",Jasna Polska,5,110 zł,6525 zł
"WYPRAWY,BLOG,PODCAST",8tysiecy.pl,1,40 zł,1176 zł
"SPORT,BLOG,YOUTUBE",NBAtoday,0,0 zł,0 zł
"PUBLICYSTYKA,BLOG,YOUTUBE",Wyspa Kultury,0,0 zł,0 zł
"INNE,BLOG,YOUTUBE",Kasia.in,9,435 zł,8740 zł
"SPORT,PUBLICYSTYKA,BLOG",NaszFutbol,0,0 zł,0 zł
"BLOG,YOUTUBE",Dave z Ameryki,0,0 zł,350 zł
"EDUKACJA,PUBLICYSTYKA,BLOG",Brusek Kodłuch = https://kodluch.wordpress.com/,1,29 zł,2486 zł
"BLOG,YOUTUBE,NAUKA",Gabriel Drogaducha,0,0 zł,0 zł
"BLOG,YOUTUBE,SPOŁECZNE",Telewizja Tychy,5,55 zł,3395 zł
"GRY,BLOG,YOUTUBE",Ospanno,0,0 zł,1800 zł
"SPORT,BLOG,YOUTUBE",Przemysław Jarocki,0,0 zł,0 zł
"EDUKACJA,BLOG,SPOŁECZNE",BOGAty,1,5 zł,340 zł
"PUBLICYSTYKA,BLOG,SPOŁECZNE",Mens Rights Polska,1,20 zł,261 zł
"INNE,EDUKACJA,BLOG",SmartfonArena.pl,0,0 zł,0 zł
"EDUKACJA,PUBLICYSTYKA,BLOG",Legalniewsieci.pl,0,0 zł,0 zł
"DESIGN,BLOG,YOUTUBE",DOM Z DUSZĄ BLOG,0,0 zł,0 zł
"BLOG,ZWIERZĘTA,SPOŁECZNE",Ośrodek Hipoterapii,0,0 zł,0 zł
"WYPRAWY,INNE,BLOG",Michał JG,0,0 zł,0 zł
"EDUKACJA,BLOG,YOUTUBE",Książki Czytamy,0,0 zł,0 zł
"BLOG,YOUTUBE,SPOŁECZNE",Mama Lama,1,5 zł,15 tys. zł
"GRY,BLOG",DoM1N,0,0 zł,1500 zł
"PUBLICYSTYKA,BLOG,PODCAST",Malgo Frej,0,0 zł,0 zł
"EDUKACJA,BLOG,NAUKA",Paweł Mansfeld,0,0 zł,0 zł
"WYPRAWY,BLOG,SPOŁECZNE",Tata i Dziecko,0,0 zł,0 zł
"EDUKACJA,BLOG,YOUTUBE",Piotr Kowalski,0,0 zł,3560 zł
"BLOG,YOUTUBE,SPOŁECZNE",Philip Flint,6,140 zł,8360 zł
"EDUKACJA,BLOG,ZDROWIE",MamaPediatra,11,210 zł,14 tys. zł
"SPORT,BLOG,YOUTUBE",InstaAmant,0,0 zł,96 zł
"EDUKACJA,BLOG,YOUTUBE",HaoHao.PL,0,0 zł,155 zł
"LITERATURA,WYPRAWY,BLOG",Podróże Karoliny Ponzo,0,0 zł,1570 zł
"BLOG,ZDROWIE,SPOŁECZNE",Psyche.Expert,0,0 zł,0 zł
"WYPRAWY,BLOG,YOUTUBE",Gruziński po polsku,4,160 zł,12 tys. zł
"EDUKACJA,BLOG,SPOŁECZNE",Psychowiedza,3,22 zł,3037 zł
BLOG,Wiktoria Paterman,0,0 zł,0 zł
"BLOG,YOUTUBE,PODCAST",Kvoka,2,5 zł,4870 zł
"BLOG,YOUTUBE",Droga Do,0,0 zł,0 zł
"LITERATURA,EDUKACJA,BLOG",Stowarzyszenie Grupa literacka Nożyce,0,0 zł,135 zł
"EDUKACJA,BLOG,ZDROWIE",Marta Pardyak,0,0 zł,0 zł
"BLOG,YOUTUBE,ZDROWIE",Wilczo Głodna,2,40 zł,14 tys. zł
"PUBLICYSTYKA,BLOG,SPOŁECZNOŚCI LOKALNE,SPOŁECZNE",Daniel Jabłoński,0,0 zł,0 zł
"EDUKACJA,BLOG,YOUTUBE",paragrafwkieliszku.pl,10,365 zł,17 tys. zł
"BLOG,YOUTUBE,NAUKA",Niepokalanej Apologetyk,0,0 zł,5795 zł
"BLOG,YOUTUBE",poprostufuksja,0,0 zł,1265 zł
"WYPRAWY,BLOG,YOUTUBE",Plecak i walizka,4,85 zł,2335 zł
"GRY,BLOG,YOUTUBE",Lets Grajmy,1,7 zł,902 zł
"SPORT,BLOG,YOUTUBE,INNE",ultizone.pl,0,0 zł,210 zł
"WYPRAWY,BLOG,KULINARNI",Podróż Nienażarty,0,0 zł,42 zł
"PUBLICYSTYKA,BLOG,NAUKA",Krypto-Prawnik,0,0 zł,0 zł
"BLOG,YOUTUBE,MOTORYZACJA",mrAkumulator,FALSE,FALSE,FALSE
"SPORT,BLOG,SPORTY WALKI,ZDROWIE,SPOŁECZNE",Kamila Bracikowska,0,0 zł,495 zł
"WYPRAWY,BLOG,ZWIERZĘTA",Pies na urlopie,0,0 zł,30 zł
"BLOG,NAUKA,SPOŁECZNE",Joanna Muzykiewicz - LogopedyczneSOS,0,0 zł,0 zł
"EDUKACJA,BLOG,YOUTUBE",Wojciech Klęk Psycholog,0,0 zł,72 zł
"SPORT,BLOG,WORKOUT,ZDROWIE,SPOŁECZNE",Kamil Polny,0,0 zł,0 zł
"LITERATURA,BLOG",Nerd Kobieta,FALSE,FALSE,FALSE
"EDUKACJA,BLOG,NAUKA",Revise Before Flight,0,0 zł,0 zł
"FILM,BLOG,YOUTUBE",Co Słychać Na Mieście,0,0 zł,0 zł
"SPORT,BLOG,PIŁKA NOŻNA,EDUKACJA,SPOŁECZNE",Pan Typer,0,0 zł,430 zł
"MODA,BLOG,YOUTUBE",E-madame,0,0 zł,0 zł
"INNE,EDUKACJA,BLOG",Jacek Pazera,0,0 zł,70 zł
BLOG,Nieperfekcyjny katolik,0,0 zł,50 zł
"EDUKACJA,BLOG,NAUKA",Racjapielęgnacja,3,45 zł,955 zł
"EDUKACJA,BLOG,YOUTUBE",Wilczycą Być,0,0 zł,1470 zł
"WYPRAWY,BLOG",Stones on Travel,0,0 zł,9850 zł
"PUBLICYSTYKA,BLOG,POLITYKA",Jacek Sierpiński,4,45 zł,4400 zł
"FILM,BLOG,YOUTUBE",Karol Gajos - Popcornerd,0,0 zł,455 zł
"WYPRAWY,BLOG,YOUTUBE",KamperManiak,25,750 zł,22 tys. zł
"EDUKACJA,BLOG,NAUKA",zagadki wszechświata,0,0 zł,310 zł
"GRY,INNE,BLOG",Planszówki we dwoje,4,80 zł,3790 zł
"WYPRAWY,BLOG,KULINARNI",Kulinarnie Niepoważni,0,0 zł,1071 zł
"EDUKACJA,BLOG,PODCAST",Włącz oszczędzanie na własną domową miarę!,3,140 zł,1260 zł
"PUBLICYSTYKA,BLOG",Inkoholiczka,0,0 zł,310 zł
BLOG,Barbara Yoddha Mrowiec,0,0 zł,0 zł
"EDUKACJA,BLOG,YOUTUBE",Klaudia Stawiarska,0,0 zł,60 zł
"PUBLICYSTYKA,BLOG,SPOŁECZNE",Projekt Inaczej,0,0 zł,1998 zł
"WYPRAWY,BLOG,YOUTUBE",TravElos,0,0 zł,240 zł
"LITERATURA,BLOG",niekulturalnie.pl,0,0 zł,120 zł
"WYPRAWY,BLOG,YOUTUBE",Paweł Ciupa,0,0 zł,550 zł
"SZTUKA,BLOG,YOUTUBE",arbuzen,FALSE,FALSE,FALSE
"BLOG,ZDROWIE,EDUKACJA,SPOŁECZNE",luszczyce.pl,0,0 zł,720 zł
"INNE,BLOG",Biletomania Polska,0,0 zł,0 zł
"WYPRAWY,BLOG,MOTORYZACJA",Moto Tracker,0,0 zł,780 zł
"GRAFIKA,BLOG,YOUTUBE",W Bożej Obecności,0,0 zł,2035 zł
"LITERATURA,BLOG",Venegoor.pl,0,0 zł,0 zł
"WYPRAWY,SPORT,BLOG",3x100sailing,0,0 zł,4360 zł
"PUBLICYSTYKA,BLOG",Pulowerek.pl - Maciej Rynarzewski,FALSE,FALSE,FALSE
"WYPRAWY,BLOG,NAUKA",Paulina Chmiel - Antoniuk,FALSE,FALSE,FALSE
"BLOG,ZDROWIE",Kosmetolog Marta,0,0 zł,0 zł
"INNE,EDUKACJA,BLOG","Mechanika Rynku (akcje amerykańskie, grupa na FB)",0,0 zł,0 zł
"WYPRAWY,BLOG,KULINARNI",Mariusz Tomasz Kuś,0,0 zł,0 zł
"SPORT,BLOG,YOUTUBE",Marta Flak,0,0 zł,80 zł
"GRY,BLOG,YOUTUBE",JaRock.pl,0,0 zł,2745 zł
"SPORT,BLOG,INNE",NFLBlog.pl,35,525 zł,27 tys. zł
"GRY,BLOG,YOUTUBE",Bruno Official,0,0 zł,0 zł
"EDUKACJA,BLOG,YOUTUBE",Bartek Indygo,0,0 zł,0 zł
"SPORT,BLOG,SPORTY EKSTREMALNE,ZDROWIE",Dominik Malik,0,0 zł,60 zł
"BLOG,YOUTUBE,NAUKA",YTForum.pl,0,0 zł,30 zł
"LITERATURA,GRY,BLOG",Wrota Grozy,0,0 zł,184 zł
BLOG,Tata Na Odległość,0,0 zł,0 zł
"INNE,BLOG,YOUTUBE",Sławomir Wróbel,0,0 zł,30 zł
"LITERATURA,BLOG",Byle do Brzegu,0,0 zł,0 zł
"GRY,BLOG,YOUTUBE,STREAMERZY",Yuuhi,0,0 zł,1465 zł
"EDUKACJA,BLOG,NAUKA",Bartłomiej Dębski,3,35 zł,2800 zł
"INNE,EDUKACJA,BLOG",Niepełnosprawne kobiety zakładają własną firmę,FALSE,FALSE,FALSE
"INNE,DESIGN,BLOG",Make&Take,0,0 zł,190 zł
"BLOG,EDUKACJA,NAUKA,SPOŁECZNE",Astroserwis,1,25 zł,1043 zł
"BLOG,MOTORYZACJA",Historia z kołem w tle,0,0 zł,0 zł
"BLOG,YOUTUBE,KULINARNI",Kulinarne Przygody,0,0 zł,0 zł
"BLOG,ZWIERZĘTA",ezguba.pl,1,5 zł,230 zł
"BLOG,DZIECI,EDUKACJA,SPOŁECZNE",Mleczna poMOC,0,0 zł,336 zł
"LITERATURA,BLOG",Krystyna Bezubik,0,0 zł,3580 zł
"EDUKACJA,BLOG,NAUKA",medievalheritage.eu,9,517 zł,25 tys. zł
"EDUKACJA,PUBLICYSTYKA,BLOG",Tomasz Tokarz,0,0 zł,0 zł
"WYPRAWY,BLOG,YOUTUBE",Kiki Świat,0,0 zł,1825 zł
"MODA,BLOG",Wesellerka,0,0 zł,0 zł
"KOMIKS,BLOG,DZIECI,SPOŁECZNE",HOME ALONE blog,0,0 zł,0 zł
"BLOG,YOUTUBE,ZDROWIE",Ajwendieta Dietetyka Kliniczna | Iwona Wierzbicka,FALSE,FALSE,FALSE
"LITERATURA,EDUKACJA,BLOG",Małgorzata Szafrańska,1,15 zł,1310 zł
"EDUKACJA,BLOG,ZDROWIE",Projekt Natura,0,0 zł,0 zł
"WYPRAWY,BLOG,YOUTUBE",Helen Mazanova,2,55 zł,3860 zł
"BLOG,YOUTUBE,MOTORYZACJA",VanGarage,1,5 zł,205 zł
"SPORT,BLOG,YOUTUBE,ZDROWIE",Małgorzata Mostowska,110,1621 zł,72 tys. zł
"LITERATURA,MALARSTWO,BLOG,#KULTURAWSIECI",Beata Śliwka,0,0 zł,128 zł
"GRY,BLOG,YOUTUBE",Juniorsky,0,0 zł,0 zł
"BLOG,YOUTUBE,PODCAST",Anna Mularczyk-Meyer,3,70 zł,2065 zł
"LITERATURA,BLOG,YOUTUBE",Adam Miks,0,0 zł,0 zł
"LITERATURA,BLOG,YOUTUBE",RytmyNatury | Agnieszka Patelska-Rabenda,0,0 zł,0 zł
"GRY,BLOG,YOUTUBE",Mistrzego,0,0 zł,0 zł
"WYPRAWY,SZTUKA,BLOG",Maria od Detali,0,0 zł,20 zł
"BLOG,YOUTUBE,ZWIERZĘTA,SPOŁECZNE",TerrarystaPL,0,0 zł,0 zł
"WYPRAWY,BLOG,YOUTUBE",ludziepodrozuja.pl,0,0 zł,4450 zł
"SPORT,BLOG,EDUKACJA,YOUTUBE,SPOŁECZNE",Dawid Czerw,0,0 zł,0 zł
"LITERATURA,BLOG",Zapiski grafomana.,0,0 zł,6 zł
"GRY,DESIGN,BLOG",Mateusz Kozłowski,0,0 zł,0 zł
"EDUKACJA,BLOG,YOUTUBE",SzczęśliwaRodzina.com,0,0 zł,3155 zł
"SPORT,BLOG,WORKOUT,ZDROWIE",fit_aga,0,0 zł,1044 zł
"BLOG,KULINARNI,MOTORYZACJA",Kuchnia Truckera,0,0 zł,30 zł
"INNE,PUBLICYSTYKA,BLOG",Telefony bardziej i mniej znane (TBiMZ),15,211 zł,7411 zł
"GRY,KOMIKS,BLOG",Cobygdyby Land,0,0 zł,30 zł
"WYPRAWY,BLOG",Chcemybyctam,0,0 zł,2970 zł
"EDUKACJA,BLOG,ZDROWIE",Kasia Koczułap,FALSE,FALSE,FALSE
"FILM,PUBLICYSTYKA,BLOG",Przemysław Bednarski,0,0 zł,96 zł
"LITERATURA,PUBLICYSTYKA,BLOG",Verbum Dei - Słowo Boże na dziś.,0,0 zł,350 zł
"LITERATURA,PUBLICYSTYKA,BLOG",Nienawiść.pl,35,575 zł,57 tys. zł
"LITERATURA,BLOG,ZWIERZĘTA",Za Moimi Drzwiami,101,2290 zł,64 tys. zł
"WYPRAWY,SPORT,BLOG,SPORTY EKSTREMALNE",W Szczytowej Formie,4,125 zł,12 tys. zł
"BLOG,EDUKACJA,ZWIERZĘTA,SPOŁECZNE",FELINES E-MAGAZYN,0,0 zł,0 zł
"LITERATURA,BLOG",ROLAKA,0,0 zł,35 zł
"EDUKACJA,BLOG,PODCAST",Kasia Aleszczyk,0,0 zł,168 zł
"WYPRAWY,BLOG,YOUTUBE",Somos Dos - migawki z podróży Małej i Dużej,26,855 zł,FALSE
"BLOG,YOUTUBE,NAUKA",Omnis Arma,38,580 zł,18 tys. zł
"SPORT,BLOG,SPORTY EKSTREMALNE,ZDROWIE",Zero Załamki - road to Paralympics,3,310 zł,33 tys. zł
"WYPRAWY,BLOG",Pod szczytem,0,0 zł,150 zł
"BLOG,YOUTUBE,PODCAST",RZYMSKI KATOLIK,0,0 zł,585 zł
"LITERATURA,PUBLICYSTYKA,BLOG",Potwornik,0,0 zł,0 zł
"GRY,RĘKODZIEŁO,BLOG",Michał Kucharski,1,10 zł,190 zł
"INNE,PUBLICYSTYKA,BLOG",Marek Kotoński,1,20 zł,10 tys. zł
"BLOG,YOUTUBE,KULINARNI",SandraFrej.com,0,0 zł,10 zł
"WYPRAWY,INNE,BLOG",Karkonosze na dawnych pocztówkach,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,BLOG",Wnętrzności - blog wnętrzarski,0,0 zł,0 zł
"SPORT,BLOG,YOUTUBE,PIŁKA NOŻNA",Meczycho.pl,0,0 zł,0 zł
"BLOG,PODCAST,ZDROWIE",Chirurg Paweł - o chirurgii inaczej,0,0 zł,950 zł
"BLOG,NAUKA,ZDROWIE",Zdrowa Głowa,0,0 zł,185 zł
"FILM,BLOG,YOUTUBE",Gorgo,0,0 zł,353 zł
"EDUKACJA,BLOG,NAUKA",Michał Michalski,0,0 zł,70 zł
"BLOG,ZDROWIE",Microgarden,0,0 zł,0 zł
"MODA,DESIGN,BLOG",MiskiDwie,0,0 zł,0 zł
"WYPRAWY,BLOG,YOUTUBE",Niczym Ja,0,0 zł,115 zł
"WYPRAWY,BLOG,YOUTUBE",Kazik.TV,5,90 zł,7455 zł
"BLOG,YOUTUBE,KULINARNI",ItaLowe,0,0 zł,0 zł
"BLOG,EDUKACJA,SPOŁECZNE",EDU-klaster,13,220 zł,11 tys. zł
"WYPRAWY,EDUKACJA,BLOG",CiekawySwiata.pl,0,0 zł,15 zł
"SPORT,BLOG,YOUTUBE",mmapunch.pl,0,0 zł,18 zł
"WYPRAWY,BLOG,KULINARNI","Podróże, kawa i ja",0,0 zł,0 zł
"FILM,KOMIKS,BLOG",Prezydentka Internetu,12,315 zł,12 tys. zł
"WYPRAWY,BLOG,YOUTUBE",Rejs Dookoła Świata - SV Crystal,16,880 zł,42 tys. zł
"WYPRAWY,BLOG,ZWIERZĘTA",Piotr Mateusz Bobołowicz,0,0 zł,405 zł
"WYPRAWY,SPORT,BLOG,SPORTY EKSTREMALNE",Piotr Czyszpak - Podróże Pana Szpaka,0,0 zł,100 zł
"GRY,BLOG,STREAMERZY",Don Drake,1,100 zł,7360 zł
"WYPRAWY,BLOG",wypady,0,0 zł,60 zł
"WYPRAWY,BLOG,EDUKACJA,SPOŁECZNE",Rafał Szrajnert,0,0 zł,0 zł
"SPORT,BLOG,SPORTY EKSTREMALNE,YOUTUBE",Magdalena Świtalska,0,0 zł,75 zł
"SPORT,BLOG,LEKKOATLETYKA",runaddicts,0,0 zł,0 zł
"FILM,GRY,BLOG",Entuzjastagier,0,0 zł,0 zł
"BLOG,YOUTUBE,PODCAST",Szpiegul.PL,0,0 zł,60 zł
"EDUKACJA,PUBLICYSTYKA,BLOG",II Wojna Światowa w Kolorze,90,1880 zł,72 tys. zł
"PUBLICYSTYKA,BLOG",Bliski Wschód i świat islamu,0,0 zł,255 zł
"INNE,BLOG",Mężczyzna Szczery Do Bólu,0,0 zł,30 zł
"WYPRAWY,BLOG,YOUTUBE",INTOPASSION.COM,3,35 zł,1290 zł
"WYPRAWY,BLOG,YOUTUBE",Trollzunge,0,0 zł,0 zł
"EDUKACJA,PUBLICYSTYKA,BLOG",myrmekochoria,0,0 zł,700 zł
"BLOG,YOUTUBE",Chrześcijański Vlog,0,0 zł,0 zł
"SPORT,BLOG,YOUTUBE,PIŁKA NOŻNA",Lubanor Tv,0,0 zł,0 zł
